I1,I2,I3,I4,Amm,Contract,Dep,Sprc,PRC,ZIP,SPECcode,SpecNum,Result
11,181,0,410,280.12,33233,0,0,0,60000,300,10,1
11,171,27,588,97850.3,18086,10,16,1,33178,507,65,0
22,175,400,128,1537.56,50179,9,6,3,60653,114,91,0
241,164,0,0,1545.21,33758,0,6,0,60612,151,14,1
11,161,25,4,20.4,29924,2,3,1,60803,952,11,1
11,161,22,968,18240.16,26727,6,5,1,60605,477,10,1
22,185,4,688,3256.56,68342,4,6,0,60340,781,60,1
11,181,29,183,1120.65,24027,10,5,1,60609,610,86,1
11,171,18,655,1105.12,31001,11,12,1,60609,681,11,0
11,171,89,811,159.08,30871,11,12,1,60639,882,11,1
184,168,0,0,84436.68,29720,3,2,2,60143,283,11,1
11,181,86,5,29.68,33233,0,0,0,60000,300,10,1
11,181,20,336,13.98,33233,0,0,0,60000,300,10,1
106,181,0,0,1630.53,19393,15,41,3,60197,798,37,1
22,175,6,95,-1707.11,44227,4,6,0,60644,53,30,1
22,185,2,754,4288,68172,4,6,0,60640,169,60,1
11,161,23,261,6472.37,30633,0,0,0,60000,644,11,1
11,171,68,191,99.87,33233,0,0,0,60000,300,10,1
131,173,0,0,365.93,30525,0,0,0,60000,834,11,1
11,171,41,280,182.5,24835,2,5,1,46406,957,79,1
22,175,0,694,497.92,31212,4,6,0,60649,938,12,0
22,185,6,778,5004.11,67525,4,6,0,60619,857,59,0
250,165,0,0,15413.01,28035,4,6,0,60622,649,11,1
11,171,88,461,3000,22388,2,3,1,60148,226,82,1
11,181,87,7,8.68,33233,0,0,0,60000,300,10,1
22,174,101,198,1584.41,33544,16,6,0,60617,782,13,1
270,177,0,0,3662.64,51170,27,6,3,60651,171,12,1
250,165,0,0,18542.65,28999,4,6,3,60622,850,11,1
250,145,0,0,130605.38,28488,4,6,0,60622,850,11,0
131,183,0,0,1129.75,30303,0,0,0,60000,834,11,1
22,175,2,209,2107.22,31303,4,6,0,60640,940,12,1
11,181,16,149,1481.83,28245,11,12,1,60618,552,10,1
250,175,0,0,55310.86,43920,4,6,0,60608,430,31,1
11,181,27,888,616,26994,12,5,1,60055,303,93,1
11,171,28,865,12045.91,28364,12,5,3,60678,380,10,0
11,171,41,293,2293,24084,2,3,1,60630,408,84,0
184,188,0,0,211221.75,30456,3,1,1,60639,290,12,0
11,181,27,491,1468.38,24845,6,5,1,60428,439,84,1
184,178,0,0,14938.87,25019,3,2,2,60604,237,72,1
241,174,0,0,415.75,31800,16,6,0,60608,6,13,0
11,171,67,835,6345.86,28296,7,12,1,11747,538,10,1
22,185,6,989,4745.01,57475,4,6,0,60653,553,44,1
11,171,29,98,76,24845,6,5,1,60428,439,84,1
106,171,0,0,8357.31,19393,15,41,3,60197,798,37,1
250,175,0,0,3298.17,31483,4,6,0,60640,739,12,1
11,161,67,35,60567.64,29499,11,12,1,60611,726,11,0
11,181,27,199,17654.2,18086,10,16,1,33178,507,65,0
11,171,89,828,99.27,33233,0,0,0,60000,300,10,1
11,181,41,498,4303.65,62053,2,3,1,60035,361,38,0
11,171,20,607,100.45,28296,7,12,1,11747,538,10,1
11,171,27,279,1890,17836,10,16,1,60609,902,59,1
11,181,301,324,1032.06,26648,2,26,5,60661,803,98,1
22,185,7,93,521.65,67690,4,6,0,60647,169,60,1
11,181,87,449,1665.87,15257,10,16,1,60137,660,56,0
11,181,43,156,1251.61,28775,0,0,0,60000,144,10,1
138,174,0,0,6826.25,59907,0,19,0,60642,447,48,0
11,171,29,903,6028.56,30545,12,12,1,60139,487,12,0
250,175,0,0,1361.61,28408,4,6,0,60607,850,11,0
250,165,0,0,172.45,31460,4,6,0,60602,942,12,1
11,181,87,350,42.48,33233,0,0,0,60000,300,10,1
22,175,400,144,13497.95,50291,9,6,3,60638,115,91,1
11,171,22,140,18.75,24932,3,5,1,60101,364,73,0
106,171,0,0,65.38,19393,15,41,3,60197,798,37,1
184,178,0,0,11710.11,26951,3,2,3,60601,482,94,0
250,165,0,0,43109.99,28417,4,6,0,60653,850,11,1
106,171,0,0,11609.29,19393,15,41,3,60197,798,37,1
11,171,31,565,3875,30545,12,12,1,60139,487,12,0
11,181,29,131,1488.98,49569,12,5,1,60638,124,13,1
22,174,100,28,1274.58,33737,16,6,0,60623,140,14,1
22,175,400,270,1864.42,50296,9,6,3,60616,115,91,1
22,184,100,72,2673.08,36728,0,6,0,60612,888,17,0
250,175,0,0,1098.83,31307,4,6,0,60610,940,12,0
11,181,86,241,1185.09,19651,12,5,1,60612,930,59,0
11,171,43,20,295.81,33233,0,0,0,60000,300,10,1
11,181,27,504,1203.85,19755,12,12,1,60609,123,71,0
185,169,0,0,1890,32835,2,4,1,60131,604,12,1
167,187,0,0,14949,34452,1,23,2,60631,245,13,0
188,189,0,0,6016.4,39294,11,1,1,60062,373,13,0
22,175,5,536,10000,58870,4,6,0,60641,761,45,1
11,181,41,500,75535.26,28946,2,3,1,60164,276,11,1
11,181,86,287,84.47,28364,12,5,3,60678,380,10,0
131,173,0,0,902.45,30303,0,0,0,60000,834,11,1
188,179,0,0,1486.88,28002,11,2,2,20151,7,90,0
11,181,85,43,39.84,33233,0,0,0,60000,300,10,1
11,171,42,681,999.8,33233,0,0,0,60000,300,10,1
11,171,22,581,97367.29,31600,9,7,0,60611,962,12,1
241,164,0,0,490.57,31662,16,6,0,60640,982,12,0
241,174,0,0,1481.24,36728,0,6,0,60612,888,17,0
11,181,87,775,22893.21,29125,2,26,3,60631,6,11,0
11,181,1,814,73.99,33233,0,0,0,60000,300,10,1
11,181,85,324,466.06,33233,0,0,0,60000,300,10,1
11,161,92,155,1636.44,19755,12,12,1,60609,123,71,0
11,181,85,630,19095.7,33232,0,0,0,60000,508,10,1
22,185,5,543,71513.51,33373,4,6,0,60603,508,13,1
22,185,400,159,3637.4,50127,9,6,3,60661,87,90,1
11,171,19,996,6078,27033,2,3,1,60631,595,10,0
250,165,0,0,1074.4,31238,4,6,1,60622,937,12,1
11,181,1,698,42.9,33233,0,0,0,60000,300,10,1
11,181,20,404,74.76,33233,0,0,0,60000,300,10,1
11,171,42,969,681.35,28364,12,5,3,60678,380,10,0
11,171,87,404,18.17,33233,0,0,0,60000,300,10,1
11,171,93,558,8010,35190,12,5,1,60123,3,13,1
22,185,7,967,1216,34968,4,6,0,60616,996,15,1
11,171,32,66,4745.71,24027,10,5,1,60609,610,86,1
154,185,0,0,594,46305,9,40,1,60501,476,13,1
22,185,4,570,4304.22,55613,4,6,0,60618,53,30,1
123,172,0,0,150,61768,6,7,0,60647,118,51,1
22,174,100,805,4741.79,33693,0,6,0,60657,65,14,1
22,175,1,513,21675.07,33901,4,6,0,60008,938,12,1
11,171,85,734,9.99,33233,0,0,0,60000,300,10,1
11,181,19,845,552.6,33233,0,0,0,60000,300,10,1
22,185,5,495,28.75,57496,4,6,0,60625,553,44,1
11,161,85,270,109477.43,26753,2,3,1,60439,431,10,1
138,174,0,0,21844.83,26854,0,19,0,60646,94,11,0
11,171,301,861,13999.32,26231,0,26,3,60654,555,85,1
11,161,85,86,15560,28950,2,3,1,60120,587,11,1
11,161,95,330,52935.75,30013,11,12,1,55420,107,12,0
22,185,5,918,12547.54,44156,4,6,0,60630,912,30,1
11,181,29,340,1250,34964,12,5,1,60126,627,12,1
11,181,20,377,6340,24345,12,12,1,60018,115,81,1
167,187,0,0,19340,34446,1,23,2,60628,245,13,1
270,177,0,0,1672.67,51161,27,6,3,60609,171,12,1
123,172,0,0,2000,46453,6,7,0,60622,788,28,0
11,171,29,116,555864,28074,12,16,1,60106,994,10,1
22,175,5,309,26197.78,33335,4,6,0,60608,508,13,1
11,171,42,792,5000,68220,6,7,0,60603,707,60,0
22,185,7,63,4610.72,34976,4,6,0,60610,996,15,1
11,181,85,877,26122.5,31952,17,5,1,60467,36,12,1
22,185,4,103,3636.4,44132,4,6,0,60661,914,30,1
167,187,0,0,16740,34446,1,23,2,60628,245,13,1
11,181,302,473,71425.88,25098,2,26,5,60680,996,89,0
22,175,2,373,85581.24,28486,4,6,0,60612,850,11,1
250,175,0,0,2706.33,43660,4,6,0,60640,53,30,1
250,165,0,0,16677.45,31444,4,6,0,60629,729,12,1
11,171,88,34,694.92,28364,12,5,3,60678,380,10,0
188,179,0,0,39609.3,24367,11,2,2,60517,7,90,1
138,174,0,0,13800,29536,12,2,2,60606,56,11,1
11,171,302,749,458.23,32528,17,12,1,60696,654,12,1
11,181,20,126,44.98,33233,0,0,0,60000,300,10,1
11,171,388,646,471383.89,27075,2,26,3,60638,524,95,1
11,161,95,288,1949.64,30586,14,12,1,60477,994,11,0
167,187,0,0,14650,34461,1,23,2,60302,245,13,1
184,178,0,0,8692.86,14620,3,2,3,52761,646,56,1
22,185,8,754,254421.39,73818,4,6,0,60601,201,71,1
11,181,20,240,53625,3718,23,7,0,60605,736,17,1
11,171,389,23,10050,24835,2,5,1,46406,957,79,1
250,175,0,0,5041.63,55272,4,6,0,60615,53,30,1
188,189,0,0,14227.14,28002,11,2,2,20151,7,90,0
158,186,0,0,5047.66,54498,19,15,1,60644,391,13,0
138,174,0,0,29267.89,28102,11,15,1,60656,557,10,1
11,171,20,467,18392,60364,9,7,0,60620,995,48,1
11,181,29,475,1765.89,24027,10,5,1,60609,610,86,1
157,166,0,0,2294.45,19393,15,41,3,60197,798,37,1
241,164,0,0,4998.38,36728,0,6,0,60612,888,17,0
250,175,0,0,36742.51,28999,4,6,3,60622,850,11,1
270,167,0,0,3319.2,31726,27,6,3,60647,171,12,1
131,173,0,0,680,49308,0,0,0,60000,509,13,1
11,171,42,740,18500,68238,6,7,0,60604,727,60,0
154,175,0,0,8175,47754,9,15,1,60501,476,13,1
185,189,0,0,276.59,19393,15,41,3,60197,798,37,1
22,175,7,119,226.53,28486,4,6,0,60612,850,11,1
11,171,87,373,200612.5,32040,1,5,1,60649,357,12,0
11,171,87,105,2432.81,31952,17,5,1,60467,36,12,1
11,171,21,851,1040,24835,2,5,1,46406,957,79,1
11,181,19,247,2790,41787,12,12,1,60155,946,12,1
11,171,17,140,12809.16,29859,3,12,1,60628,818,10,1
22,175,5,428,986.12,31551,4,6,0,60661,728,12,1
11,161,86,259,1190.68,24027,10,5,1,60609,610,86,1
11,181,301,826,115656.29,25395,2,26,3,19182,47,90,1
11,181,29,614,682.1,30296,0,0,0,60000,834,11,1
131,183,0,0,723,30303,0,0,0,60000,834,11,1
22,175,400,600,6150.82,50238,9,6,3,60629,115,91,1
22,175,2,425,2910.85,44018,4,6,1,60605,796,25,1
22,174,102,263,4001.03,33736,16,6,0,60085,140,14,0
22,184,102,219,13.96,31800,16,6,0,60608,6,13,0
250,145,0,0,70864.04,28875,4,6,3,60639,16,12,1
159,176,0,0,4200,30042,17,12,1,60477,832,11,0
11,171,302,465,2071.65,34919,14,12,1,60069,124,13,1
11,161,19,49,13938.67,24027,10,5,1,60609,610,86,1
167,177,0,0,14440,34452,1,23,2,60631,245,13,0
138,184,0,0,3129.43,30223,12,7,0,53201,471,12,1
22,175,400,731,4514,50132,9,6,3,60661,87,90,1
11,171,28,179,1796.94,28296,7,12,1,11747,538,10,1
11,181,302,591,222163.2,15304,2,3,1,60638,53,50,0
241,174,0,0,467,31807,16,6,0,60620,8,13,1
11,181,29,72,325282.99,32516,17,5,4,91406,197,13,0
11,181,19,164,174.2,33233,0,0,0,60000,300,10,1
11,171,90,361,726.12,27899,17,5,1,46342,559,10,1
106,181,0,0,55.58,19393,15,41,3,60197,798,37,1
11,171,92,794,27.38,33233,0,0,0,60000,300,10,1
11,171,19,363,35731.85,24932,3,5,1,60101,364,73,0
22,185,3,575,7156.34,67686,4,6,0,60640,169,60,1
270,167,0,0,556.25,31695,27,6,3,60622,171,12,1
11,171,17,659,51975,29775,11,12,1,29492,980,10,0
11,181,20,605,9621.6,32880,11,12,1,60604,764,11,1
11,171,31,402,15537.91,18085,10,16,1,33178,138,61,0
188,189,0,0,332118.76,75599,11,1,1,60656,670,36,1
185,179,0,0,3379.64,30564,2,4,1,60631,352,12,0
106,181,0,0,1372.37,20293,0,0,0,60000,285,62,1
11,171,302,932,1214.49,24027,10,5,1,60609,610,86,1
188,169,0,0,31230.77,24392,11,2,2,60532,7,90,1
250,145,0,0,4852.24,29214,4,6,0,60602,117,12,0
22,185,8,674,1776.75,68927,4,6,0,60622,857,59,0
270,177,0,0,1689.88,51162,27,6,3,60628,171,12,1
184,178,0,0,5722.07,14602,3,2,3,60689,646,56,1
254,175,0,0,896.03,50327,9,6,3,60616,496,11,1
11,171,16,306,212.68,33233,0,0,0,60000,300,10,1
250,175,0,0,7665.29,43072,4,6,0,60603,988,24,1
11,161,95,343,16824,27033,2,3,1,60631,595,10,0
11,171,17,443,1248.67,28245,11,12,1,60618,552,10,1
11,161,24,909,10981.8,24932,3,5,1,60101,364,73,0
22,177,0,164,4619.96,51132,27,6,3,60639,171,12,1
188,179,0,0,24877.08,19861,11,2,5,60601,942,69,1
22,175,4,277,4193.12,43711,4,6,1,60607,796,25,1
11,181,29,274,2168,30586,14,12,1,60477,994,11,0
11,171,27,122,2332.58,21859,10,16,1,60636,645,66,0
11,181,20,299,1850,27960,11,5,1,60426,655,10,1
250,165,0,0,11245.67,31270,4,6,0,60630,938,12,0
11,181,17,979,77615.81,31860,11,12,1,60000,353,12,1
11,171,302,762,794.8,30545,12,12,1,60139,487,12,0
188,179,0,0,19935,55716,11,1,1,60623,466,29,1
11,171,67,946,306.32,33233,0,0,0,60000,300,10,1
22,175,5,982,17500,44145,4,6,0,60643,914,30,1
11,181,17,106,25800,29647,11,12,1,60693,981,10,0
250,175,0,0,34764.25,33329,4,6,0,60608,508,13,1
250,175,0,0,29548.22,58933,4,6,0,60653,626,46,1
11,171,22,568,647.36,30994,11,12,1,60611,364,12,1
11,181,43,174,275.14,28775,0,0,0,60000,144,10,1
123,172,0,0,4000,62013,6,7,0,60640,450,51,1
22,184,102,91,3808.8,31661,16,6,0,60608,982,12,1
250,165,0,0,10140.31,33352,4,6,0,60630,509,13,0
11,171,41,324,316.15,19755,12,12,1,60609,123,71,0
11,171,94,84,77903.87,29440,11,12,1,77098,478,11,1
11,181,16,40,28965.34,19651,12,5,1,60612,930,59,0
11,171,67,315,711.95,27558,3,5,1,60612,607,56,0
138,184,0,0,1345.51,30223,12,7,0,53201,471,12,1
11,171,86,536,6405.5,31949,17,5,1,60611,36,12,1
188,179,0,0,488066.86,33926,11,1,1,60106,45,13,1
184,188,0,0,50468.66,32663,3,5,1,60614,659,10,1
22,185,6,51,3654.46,68344,4,6,0,60608,781,60,1
138,164,0,0,1162,30722,12,2,3,80129,471,12,1
254,175,0,0,443.35,50012,9,6,3,60620,87,90,1
138,164,0,0,5514.92,29540,12,2,2,60000,56,11,1
11,181,27,915,113373.5,26158,12,5,1,60661,394,83,1
188,179,0,0,91081.58,24392,11,2,2,60532,7,90,1
11,181,302,76,472.75,66942,2,3,1,60622,591,13,1
11,171,27,92,1959.88,20336,10,16,1,60636,645,66,0
22,185,3,68,21200,32924,4,6,0,60654,59,13,1
22,185,5,706,8483.59,68617,4,6,0,60613,857,59,1
188,179,0,0,7684.52,19339,11,2,3,60601,701,67,1
11,171,300,541,34256.25,26235,10,16,1,60106,848,98,1
22,175,2,904,-368,38693,4,6,0,60624,982,19,1
11,181,86,191,1020,20417,0,0,0,60000,431,74,1
11,181,1,46,5814.41,28775,0,0,0,60000,144,10,1
254,175,0,0,2766.82,50215,9,6,3,60620,114,91,1
22,185,400,194,20064.22,50361,9,6,3,60622,500,11,1
241,174,0,0,2090,33691,0,6,0,60614,64,14,1
11,171,301,846,236.1,40336,19,12,1,60477,312,13,1
11,181,42,48,332.9,33233,0,0,0,60000,300,10,1
188,179,0,0,417651.37,47860,11,8,1,60634,835,18,1
11,161,85,7,6537.6,33232,0,0,0,60000,508,10,1
22,185,8,649,3568.45,67589,4,6,0,60610,857,59,0
11,171,28,210,519.3,19542,10,16,6,30384,143,71,1
22,184,101,554,6142.85,33544,16,6,0,60617,782,13,1
106,181,0,0,135.95,19393,15,41,3,60197,798,37,1
11,181,85,657,74.75,33233,0,0,0,60000,300,10,1
250,175,0,0,17777.26,31190,4,6,0,60640,936,12,1
188,179,0,0,903270.61,28286,11,1,1,60062,467,11,0
22,175,3,910,4801.42,42481,4,6,0,60640,620,96,1
22,177,0,475,7510.06,51137,27,6,3,60653,171,12,1
11,181,279,735,851.15,30298,0,0,0,60000,834,11,1
250,135,0,0,45242.19,24443,4,6,0,60603,620,96,1
11,181,18,91,14874.51,6083,18,7,0,60601,601,26,1
22,185,5,338,1296.03,58950,4,6,0,60652,626,46,1
11,181,87,226,6048,41708,12,12,1,60638,946,12,1
22,175,1,959,5112.4,31498,4,6,0,60640,953,12,1
11,171,21,411,27.5,24932,3,5,1,60101,364,73,0
138,184,0,0,20830.86,29707,12,7,0,60693,257,12,1
11,181,27,442,7820.75,14145,31,7,0,60604,418,54,1
11,181,85,407,795520,27781,0,0,0,60000,939,10,1
11,171,68,856,14889.41,28775,0,0,0,60000,144,10,1
11,171,302,754,265.92,28296,7,12,1,11747,538,10,1
11,161,27,9,320.1,33233,0,0,0,60000,300,10,1
11,171,31,567,1340.58,19755,12,12,1,60609,123,71,0
22,175,6,490,7576.62,43854,4,6,1,60618,796,25,1
11,181,87,418,80.64,30871,11,12,1,60639,882,11,1
11,171,88,141,21.64,33232,0,0,0,60000,508,10,1
106,181,0,0,2880.27,19393,15,41,3,60197,798,37,1
11,171,30,748,2450,26097,0,0,0,60000,608,96,1
185,179,0,0,6072.9,27781,0,0,0,60000,939,10,1
188,189,0,0,725752.14,33609,11,1,1,60622,45,13,1
270,177,0,0,3900.6,51171,27,6,3,60651,171,12,1
22,185,4,145,2765.83,67736,4,6,0,60624,169,60,1
22,174,101,55,15194,31795,16,6,0,60626,5,13,0
250,175,0,0,6192.57,48949,4,6,0,60630,224,32,1
11,181,301,404,11008.18,28085,2,3,1,15108,895,10,1
138,184,0,0,7415.91,30223,12,7,0,53201,471,12,1
11,171,303,151,31594,35679,2,22,1,60617,145,13,1
11,171,41,589,331.9,30871,11,12,1,60639,882,11,1
11,181,32,126,125,33461,12,5,1,60614,447,12,1
131,173,0,0,595,49308,0,0,0,60000,509,13,1
241,174,0,0,5407.9,36728,0,6,0,60612,888,17,0
11,181,29,921,717.38,24027,10,5,1,60609,610,86,1
22,175,3,285,13338.13,58804,4,6,0,60608,761,45,1
11,181,301,878,30657.01,26637,2,26,5,60661,803,98,1
11,171,30,393,1668.7,33233,0,0,0,60000,300,10,1
22,185,2,198,55907.68,58635,4,6,0,60602,761,45,1
250,165,0,0,74502.08,28487,4,6,0,60610,850,11,1
22,175,4,603,205.22,48790,4,6,0,60603,509,13,1
241,164,0,0,2628.37,33733,16,6,0,60613,139,14,0
11,171,28,293,443.46,28908,12,5,4,60056,287,11,0
11,181,27,650,2263.85,21859,10,16,1,60636,645,66,0
11,171,42,333,118.8,33233,0,0,0,60000,300,10,1
22,175,7,108,3060.04,55594,4,6,0,60637,53,30,1
11,181,20,382,11.99,33233,0,0,0,60000,300,10,1
184,188,0,0,1678.85,30025,3,8,1,60609,60,12,0
11,181,87,930,1.14,33233,0,0,0,60000,300,10,1
11,181,16,928,6354,31963,11,12,1,60010,665,12,0
22,175,7,15,93.81,31425,4,6,0,60608,940,12,1
22,174,100,679,2586.23,36728,0,6,0,60612,888,17,0
11,171,91,717,11984.91,31761,11,12,1,49727,484,12,1
11,171,90,347,4769.2,32900,17,5,1,60177,848,12,1
250,165,0,0,47830.56,33332,4,6,0,60608,509,13,1
188,189,0,0,124752.6,60334,11,1,1,60123,132,20,1
188,179,0,0,26669.05,28000,11,1,1,60607,280,11,1
184,188,0,0,23184.75,29714,3,2,2,52761,283,11,1
11,181,42,23,1277824,74407,6,7,0,60616,423,72,0
11,171,30,449,258.26,29709,12,5,1,60176,822,11,1
11,171,89,693,527.7,48198,17,12,1,60177,650,13,1
188,179,0,0,440617.77,39294,11,1,1,60062,373,13,0
11,171,85,419,10.99,33233,0,0,0,60000,300,10,1
241,164,0,0,5153.14,33687,16,6,0,60608,64,14,1
11,161,18,673,5099.6,32679,12,12,1,60693,751,12,1
22,185,1,336,3057.22,67510,4,6,0,60603,857,59,0
11,171,27,407,1265.25,20155,10,16,1,60131,645,66,1
11,171,27,167,366.75,41708,12,12,1,60638,946,12,1
22,185,400,676,2881.88,50258,9,6,3,60622,115,91,1
11,181,28,954,3373.7,20337,10,16,1,60609,645,66,0
250,175,0,0,7851.04,32331,4,6,0,60632,173,13,1
11,171,27,77,4.25,33233,0,0,0,60000,300,10,1
22,175,6,289,391,33992,4,6,0,60647,582,14,1
11,161,18,779,1461.3,24027,10,5,1,60609,610,86,1
11,171,18,312,569721.23,34921,0,0,0,60000,502,13,1
11,171,87,430,10228.26,33232,0,0,0,60000,508,10,1
22,185,4,285,5944.64,55767,4,6,0,60617,53,30,1
250,95,0,0,3600,14670,4,6,3,60629,660,56,0
250,145,0,0,77080,29793,4,6,3,60654,17,12,1
11,171,69,872,4990,33684,3,12,1,60187,966,12,1
131,173,0,0,604.22,30525,0,0,0,60000,834,11,1
250,175,0,0,2947,44220,4,6,0,60623,53,30,1
11,181,301,897,156423.92,33939,0,0,0,60000,5,11,1
11,181,29,35,223.21,29709,12,5,1,60176,822,11,1
254,175,0,0,3149.08,50258,9,6,3,60622,115,91,1
184,178,0,0,11291.8,27729,11,18,1,60447,297,11,1
184,188,0,0,24473,18639,3,2,5,60143,339,63,1
11,161,18,108,6094.1,24027,10,5,1,60609,610,86,1
11,181,302,332,12480,24345,12,12,1,60018,115,81,1
11,171,31,347,37885.1,24025,10,5,1,60609,610,86,1
11,161,18,104,1840.14,24027,10,5,1,60609,610,86,1
11,161,92,384,529.2,30986,17,12,1,60177,444,12,0
22,175,4,951,12548.69,31490,4,6,0,60640,739,12,1
138,174,0,0,2100,21710,0,19,0,60603,307,83,0
22,184,101,464,2155.76,73098,16,6,0,60628,54,70,1
106,181,0,0,120.02,19393,15,41,3,60197,798,37,1
11,171,69,345,3295.84,32564,19,5,1,60803,16,12,1
11,171,88,599,6175,30116,2,7,0,60666,444,12,1
11,181,43,208,697.79,28775,0,0,0,60000,144,10,1
11,171,16,569,882.81,28629,2,3,1,60630,175,11,0
11,171,28,795,7209.39,15257,10,16,1,60137,660,56,0
11,171,69,616,27.12,28775,0,0,0,60000,144,10,1
11,181,19,45,112275.52,19938,11,5,1,60608,459,64,0
22,175,1,786,3689.99,31460,4,6,0,60602,942,12,1
11,181,20,257,7500,26082,0,0,0,60000,608,96,1
188,179,0,0,323367.4,31988,11,1,1,60656,930,12,0
11,181,17,569,459174.38,70751,12,5,12,60445,767,37,0
250,175,0,0,15668.07,32006,4,6,0,60616,59,13,1
184,188,0,0,125290.87,29800,3,2,2,60602,423,94,1
11,171,302,17,321.72,19539,0,0,0,60000,519,65,1
11,161,23,342,1433.12,24027,10,5,1,60609,610,86,1
106,171,0,0,95.56,19393,15,41,3,60197,798,37,1
250,175,0,0,48,48790,4,6,0,60603,509,13,1
11,181,302,676,14237.15,68936,2,3,1,60004,157,38,1
241,174,0,0,17246.91,33699,0,6,0,60622,66,14,0
184,188,0,0,71005.85,57831,3,8,1,60620,452,28,0
11,171,30,318,4870.96,24026,10,5,1,60415,610,86,0
22,185,5,284,61398.18,58796,4,6,0,60619,626,46,1
250,175,0,0,5490,31451,4,6,0,60602,945,12,1
184,168,0,0,56724.62,29711,3,2,2,60606,283,11,1
22,175,1,704,10.94,43770,4,6,1,60603,796,25,1
11,181,28,300,13381.87,64607,2,3,1,60005,147,24,1
11,181,1,227,741.74,51904,0,0,0,60000,508,10,1
11,181,1,338,29500,30545,12,12,1,60139,487,12,0
11,171,301,617,6247.84,31862,5,12,1,60628,336,12,0
188,179,0,0,94606.46,28002,11,2,2,20151,7,90,0
185,169,0,0,611.14,20074,2,27,5,60601,158,21,0
11,171,41,136,1533.9,30296,0,0,0,60000,834,11,1
123,172,0,0,1377.75,55365,6,7,0,60608,618,41,1
11,181,29,718,260.4,74381,11,12,1,60609,552,50,1
22,174,100,494,19711.91,33766,0,6,0,60612,153,14,0
11,181,42,606,575,30050,28,5,1,60622,56,11,0
106,181,0,0,140.16,19393,15,41,3,60197,798,37,1
11,171,32,141,1656.12,24027,10,5,1,60609,610,86,1
11,171,67,454,46.94,33233,0,0,0,60000,300,10,1
11,171,20,45,310.5,14376,18,7,0,60606,546,55,1
22,175,1,25,1185.88,44024,4,6,1,60610,796,25,1
11,171,19,962,22626.84,24512,11,12,1,60120,472,84,0
11,161,18,563,875.39,12687,12,5,1,60616,767,37,0
184,178,0,0,59973.39,29714,3,2,2,52761,283,11,1
11,171,68,574,15803.91,26901,3,12,1,60455,208,92,1
11,171,27,21,87282.01,19876,9,7,0,60070,447,74,0
250,175,0,0,1883.08,33348,4,6,0,60639,509,13,1
11,171,71,62,90577.99,3718,23,7,0,60605,736,17,1
11,171,67,932,148.65,25982,16,5,1,60467,500,75,0
11,161,18,285,65582.64,24040,10,5,1,60612,610,86,0
11,171,28,661,236.22,33233,0,0,0,60000,300,10,1
11,181,87,658,123.28,30545,12,12,1,60139,487,12,0
11,171,87,555,51111,31016,16,7,0,60677,890,12,1
11,181,87,920,0.67,33233,0,0,0,60000,300,10,1
22,187,0,555,834.7,51139,27,6,3,60613,171,12,1
11,161,24,116,3750,40895,9,7,0,60653,365,22,1
11,171,15,155,1468601.85,3523,23,7,0,60606,679,16,1
11,171,90,333,5.22,33233,0,0,0,60000,300,10,1
22,185,6,527,3893.88,67499,4,6,0,60643,857,59,0
11,171,30,478,979.5,49569,12,5,1,60638,124,13,1
250,175,0,0,84296.7,48891,4,6,0,60608,162,32,1
22,174,100,815,6365.89,31713,16,6,0,60620,991,12,0
11,171,86,343,261.9,29133,17,5,6,60177,964,10,1
22,175,4,440,37551.49,33025,4,6,0,60661,955,12,1
250,175,0,0,628.69,43881,4,6,0,60659,914,30,1
22,175,2,412,1444.31,34972,4,6,0,60602,996,15,1
22,185,6,799,11400,58868,4,6,0,60616,761,45,1
11,181,87,875,60937.5,32638,0,0,0,60000,157,12,1
11,181,87,554,3625,27781,0,0,0,60000,939,10,1
11,171,27,644,163.18,33461,12,5,1,60614,447,12,1
22,175,5,705,20624.52,33358,4,6,0,60625,508,13,0
11,171,32,102,1867.72,24027,10,5,1,60609,610,86,1
11,171,27,104,902.04,14879,11,16,1,60525,70,50,1
11,171,42,127,2668.8,29645,26,5,1,60654,806,11,1
241,174,0,0,6890.85,33698,16,6,0,60628,65,14,0
250,175,0,0,48700.32,33350,4,6,0,60603,509,13,1
11,181,29,299,1073.88,15451,3,12,0,60803,958,39,0
22,185,1,592,3937.76,55766,4,6,0,60620,53,30,1
167,187,0,0,15525,57602,1,23,2,60655,245,13,1
184,178,0,0,97489.74,29003,3,1,1,60607,391,11,1
11,171,89,803,103279.32,12203,7,5,1,60608,599,45,0
106,181,0,0,28142.03,19393,15,41,3,60197,798,37,1
11,181,16,623,332.9,33233,0,0,0,60000,300,10,1
184,178,0,0,181250,32132,3,2,3,75373,27,70,1
11,171,22,169,125952.4,40769,7,12,1,60606,416,13,0
22,185,4,888,3256.7,55773,4,6,0,60622,53,30,1
11,171,69,370,114728.1,32903,3,12,1,46321,769,12,1
22,185,2,608,4085.8,55126,4,6,0,60622,53,30,1
22,185,1,371,11676.58,33374,4,6,0,60610,508,13,1
22,185,6,704,3918.41,67388,4,6,1,60612,857,59,1
22,175,6,785,36373.36,68655,4,6,0,60608,488,60,1
188,179,0,0,1361474.45,40652,11,1,1,60639,456,13,1
11,171,71,160,11167.57,55610,7,5,6,49340,5,31,1
11,171,28,733,1236.7,20414,10,16,1,60636,645,66,0
